APA number,ACC number,ACC Name,Address,Suburb / Town,From,To
42,4950,QML PATHOLOGY,LEASE C 159-161 BRISBANE RD,BOOVAL QLD 4304,31/10/2023,30/10/2027
42,4951,WESTERN DIAGNOSTICPATHOLOGY,MUNDIJONG & SERPENTINE M/C SHOP 4 & 5 5 WELLARD ST,SERPENTINE WA 6125,27/10/2023,26/10/2027
42,4952,LAVERTY PATHOLOGY,240-242 MACQUARIE ST,LIVERPOOL NSW 2170,30/10/2023,29/10/2027
42,4954,QML PATHOLOGY,COOROY FAMILY MEDICAL 8 EMERALD ST,COOROY QLD 4563,02/11/2023,01/11/2027
42,4955,QML PATHOLOGY,BURRUM ST MEDICAL PRACTICE 47-49 BURRUM ST,BUNDABERG WEST QLD 4670,02/11/2023,01/11/2027
42,4957,QML PATHOLOGY,PATH RM RODE MEDICAL CLNC SHOP 17-19 734 RODE RD,STAFFORD HEIGHTS QLD 4053,02/11/2023,30/12/2025
42,4958,QML PATHOLOGY,32-34 MINIMINE ST,STAFFORD HEIGHTS QLD 4053,01/11/2023,31/10/2027
42,4959,QML PATHOLOGY,STAFFORD CITY DOCTORS SHOP 93 400 STAFFORD RD,STAFFORD QLD 4053,01/11/2023,31/10/2027
42,4960,QML PATHOLOGY,PATH RM  ALBANY CARE MED CT 720 ALBANY CREEK RD,ALBANY CREEK QLD 4035,02/11/2023,01/11/2027
42,4962,LAVERTY PATHOLOGY,PATHOLOGY SUITE 104 PRINCE ST,ORANGE NSW 2800,01/01/2024,31/12/2027
42,4963,DOREVITCH PATHOLOGY,WATERGARDENS S/C SHOP 22 399 MELTON HWY,TAYLORS LAKES VIC 3038,13/11/2023,12/11/2027
42,4964,WESTERN DIAGNOSTICPATHOLOGY,PATH RM CALLEYA MED CTR U 9 101 CLEMENTINE BVD,TREEBY WA 6164,06/11/2023,05/11/2027
42,4966,LAVERTY PATHOLOGY,PATH RM 1 SPRING ST G/P SHOP 1 G 47-49 SPRING ST,BONDI JUNCTION NSW 2022,07/11/2023,06/11/2027
42,4967,QML PATHOLOGY,PATH RM 188 MEDICAL L 1 188 BRISBANE RD,ARUNDEL QLD 4214,10/11/2023,09/11/2027
42,4968,QML PATHOLOGY,PATH RM THE HUB SHOP 20 115-117 BUCKLEY RD,BURPENGARY EAST QLD 4505,13/11/2023,12/11/2027
42,4969,QML PATHOLOGY,41 CLARKE ST,TOWNVIEW QLD 4825,26/07/2023,25/07/2027
42,4973,DOREVITCH PATHOLOGY,PATH RM PEARSON ST M/C 8 PEARSON ST,BAIRNSDALE VIC 3875,17/11/2023,16/11/2027
42,4974,QML PATHOLOGY,DOCTORS AT AUSTRALIA FAIR SHOP 1039 40 MARINE PDE,SOUTHPORT QLD 4215,24/11/2023,23/11/2027
42,4976,LAVERTY PATHOLOGY,SHOP 3 53 PIONEER RD,BELLAMBI NSW 2518,04/12/2023,03/12/2027
42,4977,QML PATHOLOGY,MONSOUR CLINIC L 1 319 KENT ST,MARYBOROUGH QLD 4650,08/12/2023,07/12/2027
42,4978,WESTERN DIAGNOSTICPATHOLOGY,U 4 G 7-9 FIELDEN WAY,PORT KENNEDY WA 6172,15/01/2024,14/01/2026
42,4979,LAVERTY PATHOLOGY,GOSFORD SPEC DAY HOSP SHOP 1 131 HENRY PARRY DR,GOSFORD NSW 2250,15/12/2023,14/12/2027
42,4980,LAVERTY PATHOLOGY,SHOP 6 3-5 GREENFIELD RD,GREENFIELD PARK NSW 2176,01/01/2024,31/12/2027
42,4983,LAVERTY PATHOLOGY,22 GREENWAY DR,WEST HOXTON NSW 2171,08/01/2024,07/01/2028
42,4984,DOREVITCH PATHOLOGY,PATH RM ST VINCENTS P/H G SE 13 240 HOPPERS LANE,WERRIBEE VIC 3030,22/12/2023,21/12/2027
42,4985,QML PATHOLOGY,PATH RM TAMBOURINE VILL M/C 7-15 LEACH RD,TAMBORINE QLD 4270,22/12/2023,21/12/2027
42,4988,LAVERTY PATHOLOGY,PATH AREA MY MEDICAL SVCS FL 1 2-4 KEEL ST,SALAMANDER BAY NSW 2317,16/01/2024,15/01/2028
42,4989,DOREVITCH PATHOLOGY,PATH RM M3 HLTH HOBSONS BAY U 1 196-200 HALL ST,SPOTSWOOD VIC 3015,23/01/2024,22/01/2026
42,4990,DOREVITCH PATHOLOGY,ST ALBANS COMPLETE HLTHCARE 390-392 MAIN ROAD WEST,ST ALBANS VIC 3021,01/02/2024,31/01/2028
42,4992,WESTERN DIAGNOSTICPATHOLOGY,PATH RM PEEL CONNOLLY M/C 119 ANSTRUTHER RD,MANDURAH WA 6210,25/01/2024,24/01/2028
42,4993,LAVERTY PATHOLOGY,PATH RM PLUMPTON FAM M/C 378 ROOTY RD N,PLUMPTON NSW 2761,21/01/2024,20/01/2026
42,4994,QML PATHOLOGY,PATH RM MYLOCALDOC 621 GYMPIE RD,CHERMSIDE QLD 4032,23/01/2024,22/01/2028
42,4995,WESTERN DIAGNOSTICPATHOLOGY,SUBIACO SQ S/C SHOP 12 29 STATION ST,SUBIACO WA 6008,02/02/2024,01/02/2028
42,4999,LAVERTY PATHOLOGY,PATH RM COASTAL HEALTH M/C G 213-217 MAIN RD,TOUKLEY NSW 2263,05/02/2024,04/02/2026
42,5000,WESTERN DIAGNOSTICPATHOLOGY,PATH RM VILLAGE FAM MED CTR 35 WRIGHT RD,HARRISDALE WA 6112,19/02/2024,18/02/2028
42,5001,LAVERTY PATHOLOGY,PATH RM 1 MACINTOSH M/C 97-99 MACINTOSH ST,FORSTER NSW 2428,08/02/2024,07/02/2028
42,5002,LAVERTY PATHOLOGY,PTH RM QUEANBEYAN SUPER CLC 150 CRAWFORD ST,QUEANBEYAN NSW 2620,01/03/2024,28/02/2026
42,5003,DOREVITCH PATHOLOGY,PTH RM 1 TALLANGATTA HEALTH 25 BARREE ST,TALLANGATTA VIC 3700,09/02/2024,08/02/2028
42,5004,LAVERTY PATHOLOGY,PATH RM TILLIGERRY MED PRAC 1061 LEMON TREE PASSAGE RD,TANILBA BAY NSW 2319,19/02/2024,18/02/2028
42,5006,LAVERTY PATHOLOGY,PTH RM 1 LAKE INNES M&D CTR 43 JOHN OXLEY DR,PORT MACQUARIE NSW 2444,19/02/2024,18/02/2028
42,5007,ABBOTT PATHOLOGY,PTH RM SUNSHINE C/M BLDG A 20 TAYLORS AVE,MORPHETT VALE SA 5162,20/02/2024,19/02/2026
42,5008,LAVERTY PATHOLOGY,SE 7 7 SKYLINE PL,FRENCHS FOREST NSW 2086,15/03/2024,14/03/2026
42,5009,LAVERTY PATHOLOGY,PATHOLOGY ROOM SE 9 L 3 1 SOUTH ST,KOGARAH NSW 2217,22/02/2024,21/02/2026
42,5010,QML PATHOLOGY,103 SIPPY DOWNS DR,SIPPY DOWNS QLD 4556,26/02/2024,25/02/2028
42,5011,DOREVITCH PATHOLOGY,PATH RM WATTLETREE SPEC GRP 198 WATTLETREE RD,MALVERN VIC 3144,27/02/2024,26/02/2026
42,5012,LAVERTY PATHOLOGY,PATH RM COOLEMAN COURT M/C SHOP 17-19 22 BRIERLY ST,WESTON CREEK ACT 2611,04/03/2024,03/03/2026
42,5014,LAVERTY PATHOLOGY,PTH RM ALBION PARK MED PRAC SHOP 5 64 TERRY ST,ALBION PARK NSW 2527,04/03/2024,03/03/2026
42,5018,TML PATHOLOGY,HIGH STREET FAMILY PRACTICE SHOP 1 L 3 11 HIGH ST,EAST LAUNCESTON TAS 7250,08/03/2024,07/03/2026
42,5019,LAVERTY PATHOLOGY,LAKESIDE S/C SHOP 16-17 78-94 THE ENTRANCE RD,THE ENTRANCE NSW 2261,18/03/2024,17/03/2026
42,5020,QML PATHOLOGY,4 PAXTON ST,SPRINGWOOD QLD 4127,18/03/2024,17/03/2026
42,5021,DOREVITCH PATHOLOGY,STEPPING STONES MEDICAL CTR 1A MILL RD,KILMORE VIC 3764,15/03/2024,14/03/2026
42,5023,WESTERN DIAGNOSTICS PATH,PATH RM GOSNELLS HLTH/C CTR 2350 ALBANY HWY,GOSNELLS WA 6110,01/04/2024,31/03/2026
42,5024,LAVERTY PATHOLOGY,PTH RM 1 THE DOCTORS BLDG B 509 LAKE RD,ARGENTON NSW 2284,25/03/2024,24/03/2026
42,5025,QML PATHOLOGY,SHOP 2 6 MARVELL ST,BYRON BAY NSW 2481,25/03/2024,24/03/2026
42,5026,WESTERN DIAGNOSTIC PATHOLOG,PATH RM VICTAHEALTH MED CTR 334 SOUTH ST,O'CONNOR WA 6163,01/04/2024,31/03/2026
42,5027,LAVERTY PATHOLOGY,PATH SE 1 HEALTHSMART M/C SHOP 51 122 STATION ST,PENRITH NSW 2750,08/04/2024,07/04/2026
42,5028,LAVERTY PATHOLOGY,PTH RM COMP HLTH CROSSWAYS 87 TERRIGAL DR,TERRIGAL NSW 2260,04/04/2024,03/04/2026
42,5029,DOREVITCH PATHOLOGY,PATH RM SUPERNOVA MED CTR 14 LAVINIA DR,TARNEIT VIC 3029,01/04/2024,31/03/2026
42,5030,LAVERTY PATHOLOGY,CONSULT RM 14 WESTSIDE M/C 11 HIGHFIELDS CCT,PORT MACQUARIE NSW 2444,08/04/2024,07/04/2026
42,5031,WESTERN DIAGNOSTICS PATH,PATH RM GINGIN MEDICAL CTR 1 LILY KING PL,GINGIN WA 6503,05/04/2024,04/04/2026
42,5032,LAVERTY PATHOLOGY,37 JENKE CCT,KAMBAH ACT 2902,11/04/2024,10/04/2026
42,5033,QML PATHOLOGY,PATH RM OUR MEDICAL HOME L 1 2 LEO GRAHAM WAY,OXENFORD QLD 4210,09/04/2024,08/04/2026
42,5035,WESTERN DIAGNOSTIC PATH,PATHOLOGY ROOM U 1 64 BULL CREEK DR,BULL CREEK WA 6149,18/04/2024,17/04/2026
42,5037,DOREVITCH PATHOLOGY,PATH RM SAGE MEDICAL 571 BARKLY ST,WEST FOOTSCRAY VIC 3012,02/05/2024,01/05/2026
42,5038,QML PATHOLOGY,THE OASIS SHOPPING CENTRE SHOP 7-10 L 1 75 SURF PDE,BROADBEACH QLD 4218,01/07/2024,30/06/2026
42,5039,DOREVITCH PATHOLOGY,WHEELERS PARK MEDICAL CTR 148S WHEELERS PARK DR,CRANBOURNE NORTH VIC 3977,07/05/2024,06/05/2026
42,5040,LAVERTY PATHOLOGY,PATH RM HEAL MEDICAL PRACT 366 SCENIC DR,SAN REMO NSW 2262,13/05/2024,12/05/2026
42,5041,LAVERTY PATHOLOGY,PTH RM FAMILYWISE MED PRACT FL G04 5 CELEBRATION DR,BELLA VISTA NSW 2153,13/05/2024,12/05/2026
42,5042,LAVERTY PATHOLOGY,PATH RM1 NOW MEDICAL CENTRE 6 EAST PDE,EASTWOOD NSW 2122,13/05/2024,12/05/2026
42,5043,DOREVITCH PATHOLOGY,PATH RM YARRA TRAIL MEDICAL 113 MOUNTAIN VIEW RD,BRIAR HILL VIC 3088,01/07/2024,30/06/2026
42,5044,QML PATHOLOGY,PTH RM AITKENVALE FAMILY HC 295 ROSS RIVER RD,AITKENVALE QLD 4814,17/05/2024,16/05/2026
42,5045,DOREVITCH PATHOLOGY,GEELONG MARKETPLACE MC 100 RYRIE ST,GEELONG VIC 3220,01/06/2024,31/05/2026
42,5046,DOREVITCH PATHOLOGY,BROOKE ST MEDICAL CENTRE 14 BROOKE ST,WOODEND VIC 3442,24/05/2024,23/05/2026
42,5047,LAVERTY PATHOLOGY,PATH RM 11 HORNSBY MED CTR SE 3C 14 HUNTER ST,HORNSBY NSW 2077,27/05/2024,26/05/2026
42,5048,LAVERTY PATHOLOGY,PATH RM 3 KOGARAH MED CTR 9 QUEEN VICTORIA ST,KOGARAH NSW 2217,27/05/2024,26/05/2026
42,5052,LAVERTY PATHOLOGY,"CONS RM 7, EASTWOOD FAM DRS 263 ROWE ST",EASTWOOD NSW 2122,27/05/2024,26/05/2026
42,5053,LAVERTY PATHOLOGY,CONS RM 1 CONDER SURGERY SE 4-7 3 SIDNEY NOLAN ST,CONDER ACT 2906,03/06/2024,02/06/2026
42,5054,WESTERN DIAGNOSTIC PATH,SHOP 16-17 1001 JOONDALUP DR,BANKSIA GROVE WA 6031,31/05/2024,30/05/2026
42,5056,LAVERTY PATHOLOGY,67 HILL ST,ROSEVILLE NSW 2069,31/05/2024,30/05/2026
42,5057,DOREVITCH PATHOLOGY,LATROBE REGIONAL HOSPITAL 10 VILLAGE DR,TRARALGON VIC 3844,31/05/2024,30/05/2026
42,5058,DOREVITCH PATHOLOGY,PATH RM STATION MEDICAL CTR U 19 1-3 PRINCESS ST,ST ALBANS VIC 3021,07/06/2024,06/06/2026
42,5059,LAVERTY PATHOLOGY,LIGHTHOUSE MEDICAL CENTRE 38-40 WATONGA ST,PORT MACQUARIE NSW 2444,01/07/2024,30/06/2026
42,5060,LAVERTY PATHOLOGY,PATH RM CRINITI MED PRAC 28 THE AVENUE,HURSTVILLE NSW 2220,17/06/2024,16/06/2026
42,5061,LAVERTY PATHOLOGY,SE 1 G 38 CAMDEN RD,CAMPBELLTOWN NSW 2560,13/06/2024,12/06/2026
42,5062,LAVERTY PATHOLOGY,PATH RM BRIGHTWELL HEALTH SE 1 710 HUNTER ST,NEWCASTLE NSW 2300,07/06/2024,06/06/2026
42,5063,LAVERTY PATHOLOGY,PATH RMS SE 3 710 HUNTER ST,NEWCASTLE WEST NSW 2302,10/06/2024,09/06/2026
42,5065,ABBOTT PATHOLOGY,SE 4 10-14 BRAEMAR DR,STRATHALBYN SA 5255,14/06/2024,13/06/2026
42,5066,QML PATHOLOGY,PATH SE 1 SMARTCLINICS SHOP 1 217 BEAMS RD,TAIGUM QLD 4018,17/06/2024,16/06/2026
42,5068,WESTERN DIAGNOSTIC PATH,PATH RM PRAMANA MED CTR U 6 13 WHEATLEY ST,GOSNELLS WA 6110,28/06/2024,27/06/2026
42,5070,LAVERTY PATHOLOGY,RM CR6 62 SOUTH ST,GRANVILLE NSW 2142,01/07/2024,30/06/2026
42,5071,LAVERTY PATHOLOGY,U 33 21 THYNNE ST,BRUCE ACT 2617,01/07/2024,30/06/2026
42,5072,LAVERTY PATHOLOGY,PATH RM MITTAGONG MED CTR 17 REGENT ST,MITTAGONG NSW 2575,01/07/2024,30/06/2026
42,5073,QML PATHOLOGY,TENANCY 24D 900 BRUNSWICK ST,NEW FARM QLD 4005,28/06/2024,27/06/2026
42,5074,QML PATHOLOGY,"PATH RM 1, SMART CLINICS SHOP 41 230-232 NAPPER RD",ARUNDEL QLD 4214,01/07/2024,30/06/2026
42,5076,QML PATHOLOGY,PATH RM SMARTCLINICS SHOP 5 667 OXLEY RD,CORINDA QLD 4075,01/07/2024,30/06/2026
42,5077,LAVERTY PATHOLOGY,SHOP 2 7 RUTLEDGE ST,EASTWOOD NSW 2122,01/07/2024,30/06/2026
42,5078,QML PATHOLOGY,PATH RMS1&2 SPRINGFIELD M/C 40 TOPAZ RD,SPRINGFIELD QLD 4300,15/07/2024,14/07/2026
42,5079,WESTER DIAGNOSTIC PATH,128 HAMPTON ST,BRIDGETOWN WA 6255,05/07/2024,04/07/2026
42,5080,QML PATHOLOGY,MYLOCALDOC BEERWAH HLTH HUB G 8-12 TURNER ST,BEERWAH QLD 4519,09/07/2024,08/07/2026
42,5081,WESTERN DIAGNOSTIC PATH,CAPE NATURALISTE MEDICAL CE 32 GIFFORD RD,DUNSBOROUGH WA 6281,05/07/2024,04/07/2026
42,5082,WESTERN DIAGNOSTIC PATH,PATH RMS 1 AND 2 2970 ALBANY HWY,KELMSCOTT WA 6111,11/07/2024,10/07/2026
42,5083,WESTERN DIAGNOSTIC PATH,U 4 60 ARNISDALE RD,DUNCRAIG WA 6023,05/07/2024,04/07/2026
42,5086,LAVERTY PATHOLOGY,PATH RM 1 WESTON MED CTR 49 STATION ST,WESTON NSW 2326,01/08/2024,31/07/2026
42,5087,WESTERN DIAGNOSTIC PATH,BALDIVIS NORTH MEDICAL SHOP T11-14 114 AMAZON DR,BALDIVIS WA 6171,25/07/2024,24/07/2026
42,5088,WESTERN DIAGNOSTIC PATH,G 61-69 CAMBRIDGE ST,WEST LEEDERVILLE WA 6007,16/07/2024,15/07/2026
42,5090,LAVERTY PATHOLOGY,PATH SE SOUTHSIDE CANCER CC L 3 531-533 KINGSWAY,MIRANDA NSW 2228,22/07/2024,21/07/2026
42,5091,LAVERTY PATHOLOGY,PTH RM 1 PROVIDENCE MEDICAL SHOP 3 297-299 WEST ST,UMINA BEACH NSW 2257,24/07/2024,23/07/2026
42,5092,WESTERN DIAGNOSTIC PATH,SE 5 18 CIVIC BVD,ROCKINGHAM WA 6168,25/07/2024,24/07/2026
42,5093,DOREVITCH PATHOLOGY,PATH RM JUNIPER AVE M/C 2 JUNIPER AVE,POINT COOK VIC 3030,05/08/2024,04/08/2026
42,5095,DOREVITCH PATHOLOGY,PTH RM CUNNINGHAME ARMS M/C 8 WHITERS ST,LAKES ENTRANCE VIC 3909,02/09/2024,01/09/2026
42,5097,DOREVITCH PATHOLOGY,PATH RM NORTHCOTE MEDICAL 1-2 ROBBS PDE,NORTHCOTE VIC 3070,08/08/2024,07/08/2026
42,5098,LAVERTY PATHOLOGY,PTH RM 1&2 FAMILY CIRCLE MP G 35 GORDON AVE,HAMILTON NSW 2303,05/08/2024,04/08/2026
42,5099,LAVERTY PATHOLOGY,PATH RM 1 TORONTO FAM PRAC 42 THE BOULEVARDE,TORONTO NSW 2283,05/08/2024,04/08/2026
42,5100,LAVERTY PATHOLOGY,PATH RM KIRRIBILLI DOCTORS SHOP 7-8 1 BROUGHTON ST,KIRRIBILLI NSW 2061,01/11/2024,31/10/2026
42,5102,QML PATHOLOGY,PATH RM MED ON BLACKWOOD SHOP 2-3 28 BLACKWOOD ST,MITCHELTON QLD 4053,06/08/2024,05/08/2026
42,5103,LAVERTY PATHOLOGY,PATH RM 1 OCHRE MEDICAL CTR 29 TOOLOON ST,COONAMBLE NSW 2829,09/08/2024,08/08/2026
42,5104,QML PATHOLOGY,UPWARD LIFE FAMILY PRACTICE 105 MCLEOD ST,CAIRNS CITY QLD 4870,12/08/2024,11/08/2026
42,5105,LAVERTY PATHOLOGY,CAMPBELLTOWN MED & DENT CTR SE 5 296 QUEEN ST,CAMPBELLTOWN NSW 2560,19/08/2024,18/08/2026
42,5106,LAVERTY PATHOLOGY,PATH RM PROVIDENCE MEDICAL 255 OCEAN VIEW RD,ETTALONG BEACH NSW 2257,01/10/2024,30/09/2026
42,5107,DOREVITCH PATHOLOGY,MORELAND GASTROENTEROLOGY 275 MORELAND RD,COBURG VIC 3058,22/08/2024,21/08/2026
42,5108,QML PATHOLOGY,"PATH RM, IMH GOLD COAST SE 6 140 ROBINA TOWN CTR",ROBINA QLD 4226,26/08/2024,25/08/2026
42,5109,ABBOTT PATHOLOGY,PATH RM HEALTH ON HENLEY 413 HENLEY BEACH RD,BROOKLYN PARK SA 5032,01/09/2024,31/08/2026
42,5110,LAVERTY PATHOLOGY,THE PALMS SHOPPING CENTRE SHOP 4 18 CHURCH ST,TERRIGAL NSW 2260,05/09/2024,04/09/2026
42,5111,QML PATHOLOGY,PATH SE 1 SMART CLCS SH 212 G 411-419 HAMILTON RD,CHERMSIDE QLD 4032,16/09/2024,15/09/2026
42,5112,DOREVITCH PATHOLOGY,PATH RMS 1-2 YARRA JNCT M/C 2454 WARBURTON HWY,YARRA JUNCTION VIC 3797,12/09/2024,11/09/2026
42,5113,QML PATHOLOGY,PATH RM ADELAIDE ST M/C G SE 3 270 ADELAIDE ST,BRISBANE CITY QLD 4000,09/09/2024,08/09/2026
42,5115,QML PATHOLOGY,PATH RM SMARTCLINICS SHOP 4A 1915 GYMPIE RD,BALD HILLS QLD 4036,16/09/2024,15/09/2026
42,5116,TML PATHOLOGY,PATH SUITES LAUNCESTON M/C 247 WELLINGTON ST,LAUNCESTON TAS 7250,23/09/2024,22/09/2026
42,5117,LAVERTY PATHOLOGY,CONSULT RM 4 SUITE 2 L 4 171 BIGGE ST,LIVERPOOL NSW 2170,16/09/2024,15/09/2026
42,5118,ABBOTT PATHOLOGY,FLAGSTAFF HILL MEDICAL CEN 1 RIDGWAY DR,FLAGSTAFF HILL SA 5159,19/09/2024,18/09/2026
42,5119,LAVERTY PATHOLOGY,PATH RM CAMDEN STH FAM DOCS 2 BERALLIER DR,CAMDEN SOUTH NSW 2570,23/09/2024,22/09/2026
42,5120,LAVERTY PATHOLOGY,HEALTHWOODS ENDOSCOPY CTR 53 COWPER ST,GRANVILLE NSW 2142,01/10/2024,30/09/2026
42,5121,LAVERTY PATHOLOGY,HEALTH CHECK FAMILY M/P SE 2 173-179 BIGGE ST,LIVERPOOL NSW 2170,24/09/2024,23/09/2026
42,5122,WESTERN DIAGNOSTIC PATH,PATH RM ALPHA MED CTR 36 MACDONALD ST,KALGOORLIE WA 6430,26/09/2024,25/09/2026
42,5123,WESTERN DIAGNOSTIC PATH,PATH RM BAYNTON M/C BLOCK A 51 GARDUGARLI DR,BAYNTON WA 6714,26/09/2024,25/09/2026
42,5124,LAVERTY PATHOLOGY,PATHOLOGY ROOM 1 14 SHORT ST,GRENFELL NSW 2810,26/09/2024,25/09/2026
42,5126,LAVERTY PATHOLOGY,SHOP 41-42 24-48 HARDWICK CRES,HOLT ACT 2615,31/10/2024,30/10/2026
42,5127,LAVERTY PATHOLOGY,HILLS FAMILY GEN PRACTICE SHOP 10-11 6 VICTORIA AVE,CASTLE HILL NSW 2154,30/09/2024,29/09/2026
42,5128,LAVERTY PATHOLOGY,PATH RM SYDNEY GUT CLINIC SE 1 L 4 15 BOWDEN ST,ALEXANDRIA NSW 2015,02/10/2024,01/10/2026
42,5129,LAVERTY PATHOLOGY,PATH RM GREENWAY MED CTR U 6-7 G 175 ANKETELL ST,GREENWAY ACT 2900,03/10/2024,02/10/2026
42,5130,QML PATHOLOGY,CABOOLTURE MEDICAL HUB SE 1 124 MCKEAN ST,CABOOLTURE QLD 4510,01/10/2024,30/09/2026
42,5131,WESTERN DIAGNOSTIC PATH,KWINANA GENERAL PRACTICE SITE 2-3 4 CHISHAM AVE,KWINANA TOWN CEN WA 6167,03/10/2024,02/10/2026
42,5132,LAVERTY PATHOLOGY,PATH RM 1 TRIPLE C F/P 418 TAREAN RD,KARUAH NSW 2324,07/10/2024,06/10/2026
42,5134,QML PATHOLOGY,"PATH RM, DRAYTON MED CENTRE 56-58 BRISBANE ST",DRAYTON QLD 4350,11/10/2024,10/10/2026
42,5135,QML PATHOLOGY,"PATH RM, MERMAID PLAZA MED L 1 2400 GOLD COAST HWY",MERMAID BEACH QLD 4218,01/12/2024,30/11/2026
42,5138,QML PATHOLOGY,"PATH RM, HERVEY BAY DRS SHOP 13 200 BOAT HARBOUR DR",PIALBA QLD 4655,28/10/2024,27/10/2026
42,5141,LAVERTY PATHOLOGY,INTEGRATED SPECIALIST HEALT SE 2 L 1 531 KINGSWAY,MIRANDA NSW 2228,17/10/2024,16/10/2026
42,5142,LAVERTY PATHOLOGY,PATH RM 1 FITZROY M/C 61 FITZROY ST,TUMUT NSW 2720,04/11/2024,03/11/2026
42,5143,LAVERTY PATHOLOGY,OCHRE MEDICAL CENTRE 8-10 MYALL QUAYS BVD,TEA GARDENS NSW 2324,21/10/2024,20/10/2026
42,5144,LAVERTY PATHOLOGY,PORT MACQUARIE GP SUPER SE 3 38 CLIFTON DR,PORT MACQUARIE NSW 2444,20/10/2024,19/10/2026
42,5145,QML PATHOLOGY,PTH RM NOVA CLC TWEED SE 1 G 47 GREENWAY DR,TWEED HEADS SOUT NSW 2486,28/11/2024,27/11/2026
42,5146,DOREVITCH PATHOLOGY,"PATH RM, THORNHILL FAM CLIN 2 SADIE AVE",THORNHILL PARK VIC 3335,28/10/2024,27/10/2026
42,5148,ABBOTT PATHOLOGY,83 SAINTS RD,SALISBURY PLAIN SA 5109,25/10/2024,24/10/2026
42,5149,QML PATHOLOGY,U 5 17 SPARKES RD,BRAY PARK QLD 4500,25/10/2024,24/10/2026
42,5150,QML PATHOLOGY,PATH RM WOODCREST WAY F/P 29-31 COMMERCIAL DR,SPRINGFIELD QLD 4300,29/10/2024,28/10/2026
42,5151,WESTERN DIAGNOSTIC PATH,RUDLOC RD MED & DENTAL CT SE 5 40 RUDLOC RD,MORLEY WA 6062,29/10/2024,28/10/2026
42,5152,LAVERTY PATHOLOGY,PATH RM 1 FLYNNS BEACH M/C 54 PACIFIC DR,PORT MACQUARIE NSW 2444,01/12/2024,30/11/2026
42,5153,LAVERTY PATHOLOGY,PATH RM 1 LACHLAN MED CTR U 3 66 LORD ST,PORT MACQUARIE NSW 2444,01/12/2024,30/11/2026
42,5154,QML PATHOLOGY,PTH RM GENERATIONS MED T 12 L 1 144 INDOOROOPILLY RD,TARINGA QLD 4068,11/11/2024,10/11/2026
42,5155,LAVERTY PATHOLOGY,MATRAVILLE MEDICAL COMPLEX 492 BUNNERONG RD,MATRAVILLE NSW 2036,11/11/2024,10/11/2026
42,5156,QML PATHOLOGY,"PATH STE, JIMBOOMBA M/C 111-115 BRISBANE ST",JIMBOOMBA QLD 4280,11/11/2024,10/11/2026
42,5157,WESTERN DIAGNOSTIC PATH,"PATHOLOGY RM, ASHTON AVE MC 14 ASHTON AVE",CLAREMONT WA 6010,15/11/2024,14/11/2026
42,5158,WESTERN DIAGNOSTIC PATH,SE 5 G 2 CLARKSHILL RD,SECRET HARBOUR WA 6173,15/11/2024,14/11/2026
42,5159,DOREVITCH PATHOLOGY,PATH RM COBURG FAMILY M/C 100 BELL ST,COBURG VIC 3058,22/11/2024,21/11/2026
42,5160,DOREVITCH PATHOLOGY,PATH RM BROAD OAK MED DENT 20 BROAD OAK DR,CRANBOURNE EAST VIC 3977,01/01/2025,31/12/2026
42,5161,LAVERTY PATHOLOGY,PATH RM 1 STOCKTON SURGERY 76 MITCHELL ST,STOCKTON NSW 2295,25/11/2024,24/11/2026
42,5162,LAVERTY PATHOLOGY,PATH ROOMS 1&2 MINTO M/C SHOP 5-7 14 REDFERN RD,MINTO NSW 2566,01/01/2025,31/12/2026
42,5163,WESTERN DIAGNOSTIC PATH,PATH RM RIGHT CARE MED CTR 48 TROWER RD,MILLNER NT 810,22/11/2024,21/11/2026
42,5164,LAVERTY PATHOLOGY,PATH RMS 1&2 ORAN PARK MED SHOP 12N 351 ORAN PARK DR,ORAN PARK NSW 2570,29/11/2024,28/11/2026
42,5165,LAVERTY PATHOLOGY,PATH RM 1 YOUR FAMILY DRS 602 TERRIGAL DR,ERINA NSW 2250,29/11/2024,28/11/2026
42,5166,QML PATHOLOGY,PATH SUITE SMARTCLINICS SHOP 1 548 IPSWICH RD,ANNERLEY QLD 4103,01/12/2024,30/11/2026
42,5167,QML PATHOLOGY,PATH RM 1 BLACKBUTT M/C 91 COULSON ST,BLACKBUTT QLD 4314,01/12/2024,30/11/2026
42,5168,QML PATHOLOGY,"PATH RM, LABRADOR MED CNT 32-34 CENTRAL ST",LABRADOR QLD 4215,04/12/2024,03/12/2026
42,5169,LAVERTY PATHOLOGY,PATH SE 1 GP FAM MED SH 14 U 3 2 LINK RD,GREEN POINT NSW 2251,29/11/2024,28/11/2026
42,5170,QML PATHOLOGY,PATH RM PACIFIC CARDIOLOGY 15-17 STATION ST,NERANG QLD 4211,29/11/2024,28/11/2026
42,5172,LAVERTY PATHOLOGY,PATH RM NUVO SPECIALISTS SE G02 71 LONGUEVILLE RD,LANE COVE NSW 2066,01/12/2024,30/11/2026
42,5173,LAVERTY PATHOLOGY,SE 1 121 NEWLING ST,LISAROW NSW 2250,02/12/2024,01/12/2026
42,5175,DOREVITCH PATHOLOGY,KYNETON MEDICAL CENTRE RM 4 11 MARKET ST,KYNETON VIC 3444,09/12/2024,08/12/2026
